observationAbout,observationDate,value,variableMeasured,unit
country/SWZ,2025,0.0042,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SWZ,2025,-25.08,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SWE,2024,1018800000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SWE,2024,0.2331,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SWE,2025,1262050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SWE,2025,0.2883,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SWE,2025,23.88,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/CHE,2024,1526920000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/CHE,2024,0.3494,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/CHE,2025,1475410000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/CHE,2025,0.3371,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/CHE,2025,-3.37,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYR,2024,63200000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SYR,2024,0.0145,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYR,2025,63710000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SYR,2025,0.0146,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SYR,2025,0.8,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TWN,2024,1840590000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TWN,2024,0.4211,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TWN,2025,1781700000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TWN,2025,0.4071,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TWN,2025,-3.2,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TJK,2024,51640000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TJK,2024,0.0118,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TJK,2025,45680000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TJK,2025,0.0104,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TJK,2025,-11.55,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TZA,2024,4616620000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TZA,2024,1.0563,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TZA,2025,4789610000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TZA,2025,1.0943,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TZA,2025,3.75,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/THA,2024,5038970000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/THA,2024,1.1529,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/THA,2025,4812580000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/THA,2025,1.0995,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/THA,2025,-4.49,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TLS,2024,48020000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TLS,2024,0.011,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TLS,2025,38410000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TLS,2025,0.0088,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TLS,2025,-20,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TGO,2024,3229010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TGO,2024,0.7388,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TGO,2025,2522050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TGO,2025,0.5762,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TGO,2025,-21.89,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TKL,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TKL,2025,50000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TKL,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TON,2024,1590000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TON,2024,0.0004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TON,2025,1140000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TON,2025,0.0003,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TON,2025,-28.43,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TTO,2024,109060000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TTO,2024,0.025,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TTO,2025,120650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TTO,2025,0.0276,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TTO,2025,10.63,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUN,2024,439200000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUN,2024,0.1005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUN,2025,377990000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUN,2025,0.0864,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUN,2025,-13.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUR,2024,6654630000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUR,2024,1.5225,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUR,2025,5716540000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUR,2025,1.306,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUR,2025,-14.1,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TKM,2024,37460000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TKM,2024,0.0086,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TKM,2025,54160000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TKM,2025,0.0124,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TKM,2025,44.6,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TCA,2024,1110000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TCA,2024,0.0003,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TCA,2025,1720000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TCA,2025,0.0004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TCA,2025,55.05,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUV,2024,110000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUV,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUV,2025,10000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/TUV,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/TUV,2025,-89.27,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ARE,2024,35625020000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ARE,2024,8.1508,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ARE,2025,36638020000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ARE,2025,8.3705,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ARE,2025,2.84,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/GBR,2024,12922650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/GBR,2024,2.9566,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/GBR,2025,14549950000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/GBR,2025,3.3241,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/GBR,2025,12.59,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/USA,2024,77515030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/USA,2024,17.7351,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/USA,2025,86514280000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/USA,2025,19.7655,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/USA,2025,11.61,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UGA,2024,508140000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UGA,2024,0.1163,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UGA,2025,451500000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UGA,2025,0.1032,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UGA,2025,-11.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UKR,2024,173300000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UKR,2024,0.0397,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UKR,2025,187400000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UKR,2025,0.0428,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UKR,2025,8.14,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/SCG,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SCG,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/SCG,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
dcid:INDTradeStat_Unspecified,2024,2987000000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
dcid:INDTradeStat_Unspecified,2024,0.6834,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
dcid:INDTradeStat_Unspecified,2025,3579330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
dcid:INDTradeStat_Unspecified,2025,0.8178,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
dcid:INDTradeStat_Unspecified,2025,19.83,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/URY,2024,520830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/URY,2024,0.1192,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/URY,2025,153290000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/URY,2025,0.035,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/URY,2025,-70.57,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UMI,2024,300000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UMI,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UMI,2025,590000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UMI,2025,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UMI,2025,95.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UZB,2024,372560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UZB,2024,0.0852,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UZB,2025,517720000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/UZB,2025,0.1183,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/UZB,2025,38.97,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VUT,2024,3920000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VUT,2024,0.0009,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VUT,2025,3750000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VUT,2025,0.0009,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VUT,2025,-4.39,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VAT,2024,90000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VAT,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VAT,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VEN,2024,175330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VEN,2024,0.0401,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VEN,2025,216990000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VEN,2025,0.0496,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VEN,2025,23.76,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VNM,2024,5470150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VNM,2024,1.2515,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VNM,2025,5428920000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VNM,2025,1.2403,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VNM,2025,-0.75,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VIR,2024,5830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VIR,2024,0.0013,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VIR,2025,4730000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/VIR,2025,0.0011,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/VIR,2025,-18.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/YEM,2024,875980000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/YEM,2024,0.2004,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/YEM,2025,855700000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/YEM,2025,0.1955,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/YEM,2025,-2.31,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZMB,2024,244310000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZMB,2024,0.0559,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZMB,2025,212560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZMB,2025,0.0486,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZMB,2025,-13,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZWE,2024,152370000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZWE,2024,0.0349,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZWE,2025,149310000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ZWE,2025,0.0341,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ZWE,2025,-2.01,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
dcid:Earth,2024,437072030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
dcid:Earth,2025,437704580000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
dcid:Earth,2025,0.14,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
