typeOf,observationDate,observationAbout,value,unit,variableMeasured
dcs:StatVarObservation,2020,country/IND,350000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6103
dcs:StatVarObservation,2020,country/IND,180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6203
dcs:StatVarObservation,2020,country/IND,320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6204
dcs:StatVarObservation,2020,country/IND,40390000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2020,country/IND,6150000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2020,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2020,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2021,country/IND,18620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8430
dcs:StatVarObservation,2021,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8456
dcs:StatVarObservation,2021,country/IND,500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8471
dcs:StatVarObservation,2021,country/IND,60000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8444
dcs:StatVarObservation,2021,country/IND,170000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8515
dcs:StatVarObservation,2021,country/IND,510000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8472
dcs:StatVarObservation,2021,country/IND,880000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8502
dcs:StatVarObservation,2021,country/IND,70000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8521
dcs:StatVarObservation,2021,country/IND,21700000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8709
dcs:StatVarObservation,2021,country/IND,760000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8802
dcs:StatVarObservation,2021,country/IND,2390000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9021
dcs:StatVarObservation,2021,country/IND,70000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9101
dcs:StatVarObservation,2021,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9104
dcs:StatVarObservation,2021,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9307
dcs:StatVarObservation,2021,country/IND,2280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9402
dcs:StatVarObservation,2021,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9608
dcs:StatVarObservation,2021,country/IND,110000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4906
dcs:StatVarObservation,2021,country/IND,-76.85,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0105
dcs:StatVarObservation,2021,country/IND,23.75,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0207
dcs:StatVarObservation,2021,country/IND,9.95,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2021,country/IND,-40.33,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2020,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2021,country/IND,50.08,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2020,country/IND,24610000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2021,country/IND,15.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2020,country/IND,960000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2021,country/IND,62.89,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2020,country/IND,710000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2021,country/IND,1.42,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2020,country/IND,550000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3913
dcs:StatVarObservation,2020,country/IND,31030000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3914
dcs:StatVarObservation,2020,country/IND,190000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4601
dcs:StatVarObservation,2020,country/IND,590000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4803
dcs:StatVarObservation,2020,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5703
dcs:StatVarObservation,2020,country/IND,1190000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5807
dcs:StatVarObservation,2020,country/IND,160000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6002
dcs:StatVarObservation,2020,country/IND,3090000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6004
dcs:StatVarObservation,2020,country/IND,500000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6103
dcs:StatVarObservation,2020,country/IND,420000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6203
dcs:StatVarObservation,2020,country/IND,410000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6204
dcs:StatVarObservation,2020,country/IND,35620000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9404
dcs:StatVarObservation,2020,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6602
dcs:StatVarObservation,2020,country/IND,36580000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6801
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7018
dcs:StatVarObservation,2020,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7015
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7203
dcs:StatVarObservation,2020,country/IND,1550000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8305
dcs:StatVarObservation,2020,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8205
dcs:StatVarObservation,2020,country/IND,20880000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8408
dcs:StatVarObservation,2020,country/IND,40750000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8430
dcs:StatVarObservation,2020,country/IND,1030000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8456
dcs:StatVarObservation,2020,country/IND,7410000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8471
dcs:StatVarObservation,2020,country/IND,3210000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8444
dcs:StatVarObservation,2020,country/IND,830000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8515
dcs:StatVarObservation,2020,country/IND,4120000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8472
dcs:StatVarObservation,2020,country/IND,1960000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8502
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8521
dcs:StatVarObservation,2020,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8604
dcs:StatVarObservation,2020,country/IND,970000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8709
dcs:StatVarObservation,2022,country/IND,4570000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode08
dcs:StatVarObservation,2022,country/IND,50303.4,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2844
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2938
dcs:StatVarObservation,2022,country/IND,2120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3401
dcs:StatVarObservation,2022,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3404
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3604
dcs:StatVarObservation,2022,country/IND,620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3913
dcs:StatVarObservation,2022,country/IND,8380000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode3914
dcs:StatVarObservation,2022,country/IND,650000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4601
dcs:StatVarObservation,2022,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4803
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5703
dcs:StatVarObservation,2022,country/IND,300000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode5807
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6001
dcs:StatVarObservation,2022,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6002
dcs:StatVarObservation,2022,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6004
dcs:StatVarObservation,2022,country/IND,220000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6103
dcs:StatVarObservation,2022,country/IND,230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6203
dcs:StatVarObservation,2022,country/IND,280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6204
dcs:StatVarObservation,2022,country/IND,59480000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2022,country/IND,6690000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2022,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2022,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2022,country/IND,810000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8305
dcs:StatVarObservation,2022,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8205
dcs:StatVarObservation,2022,country/IND,2760000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8408
dcs:StatVarObservation,2022,country/IND,26630000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8430
dcs:StatVarObservation,2022,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8456
dcs:StatVarObservation,2022,country/IND,280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8471
dcs:StatVarObservation,2022,country/IND,160000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8444
dcs:StatVarObservation,2022,country/IND,590000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8515
dcs:StatVarObservation,2022,country/IND,1140000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8472
dcs:StatVarObservation,2022,country/IND,680000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8502
dcs:StatVarObservation,2022,country/IND,60000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8521
dcs:StatVarObservation,2021,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8604
dcs:StatVarObservation,2022,country/IND,86250000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8604
dcs:StatVarObservation,2022,country/IND,30080000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8709
dcs:StatVarObservation,2022,country/IND,2010000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8802
dcs:StatVarObservation,2022,country/IND,1690000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9021
dcs:StatVarObservation,2022,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9101
dcs:StatVarObservation,2022,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9104
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9307
dcs:StatVarObservation,2022,country/IND,2710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9402
dcs:StatVarObservation,2022,country/IND,120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9608
dcs:StatVarObservation,2022,country/IND,320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode4906
dcs:StatVarObservation,2022,country/IND,-93.57,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0207
dcs:StatVarObservation,2022,country/IND,-15.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0806
dcs:StatVarObservation,2022,country/IND,22.51,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0713
dcs:StatVarObservation,2022,country/IND,-0.89,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1509
dcs:StatVarObservation,2022,country/IND,-15.53,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2022,country/IND,5390000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2022,country/IND,-6.49,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2022,country/IND,270000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2022,country/IND,18.56,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2022,country/IND,180000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2022,country/IND,411.9,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2022,country/IND,45500000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2022,country/IND,60.5,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2022,country/IND,860000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2022,country/IND,-45.15,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2022,country/IND,1080000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2022,country/IND,610000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3913
dcs:StatVarObservation,2022,country/IND,30970000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3914
dcs:StatVarObservation,2022,country/IND,240000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4601
dcs:StatVarObservation,2022,country/IND,420000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4803
dcs:StatVarObservation,2022,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5703
dcs:StatVarObservation,2022,country/IND,2190000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5807
dcs:StatVarObservation,2022,country/IND,120000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6002
dcs:StatVarObservation,2022,country/IND,3760000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6004
dcs:StatVarObservation,2022,country/IND,110000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6103
dcs:StatVarObservation,2022,country/IND,210000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6203
dcs:StatVarObservation,2022,country/IND,1660000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6204
dcs:StatVarObservation,2022,country/IND,34560000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9404
dcs:StatVarObservation,2022,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6602
dcs:StatVarObservation,2022,country/IND,45560000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6801
dcs:StatVarObservation,2022,country/IND,700000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7018
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7015
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7203
dcs:StatVarObservation,2022,country/IND,830000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8305
dcs:StatVarObservation,2022,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8205
dcs:StatVarObservation,2022,country/IND,35660000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8408
dcs:StatVarObservation,2022,country/IND,35370000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8430
dcs:StatVarObservation,2022,country/IND,970000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8456
dcs:StatVarObservation,2022,country/IND,7580000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8471
dcs:StatVarObservation,2022,country/IND,7120000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8444
dcs:StatVarObservation,2022,country/IND,1280000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8515
dcs:StatVarObservation,2022,country/IND,2970000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8472
dcs:StatVarObservation,2022,country/IND,2800000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8502
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8521
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8604
dcs:StatVarObservation,2022,country/IND,1140000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8709
dcs:StatVarObservation,2022,country/IND,11220000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8802
dcs:StatVarObservation,2022,country/IND,950000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9021
dcs:StatVarObservation,2022,country/IND,4300000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9101
dcs:StatVarObservation,2022,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9104
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9307
dcs:StatVarObservation,2022,country/IND,8340000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9402
dcs:StatVarObservation,2022,country/IND,2800000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9608
dcs:StatVarObservation,2022,country/IND,12170000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4906
dcs:StatVarObservation,2023,country/IND,55990000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode9404
dcs:StatVarObservation,2023,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6602
dcs:StatVarObservation,2023,country/IND,10130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode6801
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8549
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7018
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode7203
dcs:StatVarObservation,2023,country/IND,530000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8305
dcs:StatVarObservation,2023,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8205
dcs:StatVarObservation,2023,country/IND,2110000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8408
dcs:StatVarObservation,2023,country/IND,27210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8430
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8456
dcs:StatVarObservation,2023,country/IND,160000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8471
dcs:StatVarObservation,2023,country/IND,420000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8444
dcs:StatVarObservation,2023,country/IND,440000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8515
dcs:StatVarObservation,2023,country/IND,4680000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8472
dcs:StatVarObservation,2023,country/IND,151680000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8502
dcs:StatVarObservation,2023,country/IND,90000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8521
dcs:StatVarObservation,2023,country/IND,89710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8604
dcs:StatVarObservation,2023,country/IND,33570000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8709
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode8806
dcs:StatVarObservation,2023,country/IND,211.81,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode0207
dcs:StatVarObservation,2023,country/IND,284.03,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode1516
dcs:StatVarObservation,2023,country/IND,10840000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2023,country/IND,101.15,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode6806
dcs:StatVarObservation,2023,country/IND,320000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2023,country/IND,18.33,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2825
dcs:StatVarObservation,2023,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2023,country/IND,-83.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode2938
dcs:StatVarObservation,2023,country/IND,46090000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2023,country/IND,1.29,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3401
dcs:StatVarObservation,2023,country/IND,2480000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2023,country/IND,187.59,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3404
dcs:StatVarObservation,2023,country/IND,1510000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2023,country/IND,40.16,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3604
dcs:StatVarObservation,2023,country/IND,1140000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3913
dcs:StatVarObservation,2023,country/IND,86.45,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3913
dcs:StatVarObservation,2023,country/IND,36890000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode3914
dcs:StatVarObservation,2023,country/IND,19.14,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode3914
dcs:StatVarObservation,2023,country/IND,280000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4601
dcs:StatVarObservation,2023,country/IND,18.23,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode4601
dcs:StatVarObservation,2023,country/IND,870000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode4803
dcs:StatVarObservation,2023,country/IND,105.8,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryARE_HSCode4803
dcs:StatVarObservation,2023,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5703
dcs:StatVarObservation,2023,country/IND,3170000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode5807
dcs:StatVarObservation,2023,country/IND,310000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6002
dcs:StatVarObservation,2023,country/IND,4370000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6004
dcs:StatVarObservation,2023,country/IND,130000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6103
dcs:StatVarObservation,2023,country/IND,230000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6203
dcs:StatVarObservation,2023,country/IND,650000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6204
dcs:StatVarObservation,2023,country/IND,33070000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode9404
dcs:StatVarObservation,2023,country/IND,260000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6602
dcs:StatVarObservation,2023,country/IND,45190000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode6801
dcs:StatVarObservation,2023,country/IND,1740000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7018
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7015
dcs:StatVarObservation,2023,country/IND,60000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode7203
dcs:StatVarObservation,2023,country/IND,1310000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8305
dcs:StatVarObservation,2023,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8205
dcs:StatVarObservation,2023,country/IND,34330000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8408
dcs:StatVarObservation,2023,country/IND,39300000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8430
dcs:StatVarObservation,2023,country/IND,1100000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8456
dcs:StatVarObservation,2023,country/IND,11910000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8471
dcs:StatVarObservation,2023,country/IND,14360000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8444
dcs:StatVarObservation,2023,country/IND,1330000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8515
dcs:StatVarObservation,2023,country/IND,2070000.0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8472
dcs:StatVarObservation,2023,country/IND,3020000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8502
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8521
dcs:StatVarObservation,2023,country/IND,3330000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8709
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8802
dcs:StatVarObservation,2022,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8806
dcs:StatVarObservation,2023,country/IND,12600000,USDollar,dcid:Exports_EconomicActivity_CountryARE_HSCode8806
